,Inspector,Violations,Address
7422,Jeffrey Carrizales,"['2', '3', '6', '9', '27']",1647  BABCOCK RD
7423,Sean Gilbert,['30'],11851  BANDERA RD        #112
7424,Jeffrey Carrizales,"['39', '39']",3822  COLONY DR
7425,Kacie Patrick,[],1201  N FM 1604 E
7426,Sean Gilbert,"['29', '30', '37', '45', '47']",10415  SHAENFIELD RD
7427,Jacob Johanson,"['18', '18', '21', '28', '31', '38']",4310  BLANCO RD         #2
7428,RYAN DAVIS,[],13489  BLANCO RD
7429,Mario Cavazos,"['2', '9', '21', '22', '28', '31', '33', '45']",102  AZTEC ST
7430,Kacie Patrick,[],20811  N US HWY 281
7431,John Payelle,"['19', '19', '35']",4059  N FM 1604 W
7432,Bernard Capdeboscq,"['9', '10', '10', '28', '29', '36', '42', '42', '47']",7701  BROADWAY
7433,Victoria Paredes,['2'],8202  CITY BASE LNDG
7434,Sean Gilbert,"['15', '30', '47']",7403  W 1604 N
7435,Sean Gilbert,"['30', '31', '47']",11652  BANDERA RD
7436,Victoria Paredes,['2'],8222  CITY BASE LNDG
7437,Valerie Suarez,"['18', '21', '29', '30', '31']",5755  EVERS RD
7438,Jeffrey Carrizales,"['2', '34', '34']",4065  MEDICAL DR
7439,Sean Gilbert,['30'],11715  BANDERA RD
7440,Cicily Martinez,"['2', '7', '21']",1621  MAIN AV N
7441,Sumner Bumgardner,"['10', '21', '29', '30', '31']",301  HOUSTON ST E      101
7442,Valerie Suarez,"['21', '22', '29', '30', '32', '33', '35', '45', '46', '46']",2414  BABCOCK RD
7443,Jeffrey Carrizales,['2'],3515  BACKBAY ST
7444,Sumner Bumgardner,"['28', '30', '35']",300  CONVENT ST        #150
7445,Sean Gilbert,"['30', '47']",11398  BANDERA RD
7446,Sean Gilbert,['30'],11659  BANDERA RD
7447,Monica Caballero,"['30', '37', '42']",1705  ZARZAMORA ST S
7448,Deborah Liu,[],5000  FAWN MEADOW       #2
7449,Deborah Liu,"['2', '9']",5000  FAWN MEADOW       #2
7450,Jeffrey Carrizales,"['2', '3', '9', '14', '29', '29', '31']",4081  MEDICAL DR
7451,RYAN DAVIS,"['10', '31', '32', '42']",11821  WEST AV
7452,Mario Cavazos,"['2', '3', '28', '34', '43', '45']",919  GUADALUPE ST
7453,Mario Cavazos,"['2', '2', '2', '3', '9', '33', '34', '43', '45']",550  RUIZ ST
7454,Jacob Johanson,"['14', '21', '31', '34', '45', '45']",1472  AUSTIN HWY
7455,Kacie Patrick,"['34', '36', '42']",1141  N FM 1604 E
7456,Mario Cavazos,"['2', '46', '46']",3219  GUADALUPE ST
7457,Debra Hernandez,"['2', '30']",918  BANDERA RD
7458,Monica Caballero,"['2', '14', '19', '30', '32', '43', '45', '47']",2819  ZARZAMORA S
7459,Juanicia Page,"['9', '18', '18', '36', '36', '39', '39']",7167  SOMERSET RD
7460,Monica Caballero,"['30', '43', '43', '44', '45', '45']",603  HEARNE AV
7461,Bernard Capdeboscq,"['6', '18', '18', '21', '30', '36', '37', '39', '42', '42']",3021  MACARTHUR VIEW
7462,Juanicia Page,[],4949  RAVENSWOOD DR
7463,Debra Hernandez,"['2', '30']",918  BANDERA RD
7464,Jeffrey Carrizales,"['37', '39', '46']",1711  BABCOCK RD
7465,Debra Hernandez,['2'],3015  FREDSBG RD
7466,Amanda Cantu,"['18', '21', '30', '40']",3645  IH 35 N
7467,Benito Zuniga,['7'],859  ISOM RD
7468,Monica Caballero,"['30', '42', '45']",340  OLD HWY 90 W
7469,Juanicia Page,['18'],3408  MILITARY DR SW
7470,Sumner Bumgardner,"['2', '27', '28', '29', '31']",303  PEARL PY
7471,John Payelle,"['21', '30', '35', '36', '39', '47', '47']",4083  N 1604 W
7472,Erica Llanas,"['31', '34', '35', '42', '43', '45']",12130  O CONNOR RD
7473,Rebecca Vera,[],1131  MILITARY DR SE
7474,RYAN DAVIS,[],16505  BLANCO RD
7475,Sumner Bumgardner,"['28', '29', '30', '47', '47']",1703  IH 35 N
7476,Bernard Capdeboscq,"['36', '45', '45', '45', '45']",5600  WALZEM RD
7477,Monica Caballero,"['30', '47']",1809  ALLENDE ST
7478,Bernard Capdeboscq,"['36', '38']",5490  WALZEM RD
7479,Erica Llanas,['30'],14218  NACOGDOCHES RD
7480,William Hudson,[],1160  N 1604 W
7481,Monica Caballero,"['9', '37']",201  BARTHOLOMEW ST
7482,Sumner Bumgardner,"['21', '27', '30']",1603  IH 35 N
7483,Juanicia Page,"['42', '45', '45']",302  VALLEY HI DR
7484,Diana Garcia,"['9', '10', '28', '32', '45']",999  BASSE E
7485,William Hudson,"['2', '21', '46', '47']",1150  N FM 1604 W
7486,Monica Caballero,"['30', '37', '39']",2532  SOUTHCROSS W
7487,Erica Llanas,"['2', '35', '42']",12120  O CONNOR RD
7488,Sumner Bumgardner,"['21', '28', '30', '47']",312  PEARL PY          #01
7489,Erica Llanas,"['3', '6', '14', '30', '34', '39', '42']",6950  N FM 1604 E
7490,Joe Mokry,['32'],9822  POTRANCO RD
7491,Bamba Njie,[],215  SAN SABA N
7492,Raul Jimenez,"['7', '9', '10', '24', '30', '33', '34', '42', '46', '46']",3703  BLANCO RD
7493,Bamba Njie,"['10', '35', '47']",910  PROBANDT ST
7494,RYAN DAVIS,[],11745  IH 10 W
7495,Jeffrey Carrizales,"['1', '1', '2', '3', '6']",10227  IRONSIDE DR
7496,Bamba Njie,[],514  COMMERCE ST W     3
7497,Fermin Garza,"['39', '42', '45']",7709  TEZEL RD
7498,Bamba Njie,[],112  PRODUCE ROW
7499,Cicily Martinez,"['3', '9', '21', '22', '28', '30', '31', '32', '34', '36', '37', '45', '45']",114  FREDERICKSBURG RD
7500,Jeffrey Carrizales,"['2', '3', '9', '29', '30']",9985  IH 10 W
7501,Benito Zuniga,"['10', '34']",125  LOOP 410 NW
7502,Raul Jimenez,"['32', '34']",130  SPENCER LN
7503,Jeffrey Carrizales,"['1', '1', '1', '2', '3', '10', '38', '38', '39', '39']",8822  WURZBACH RD
7504,Daniel Guzman,"['2', '3', '15', '23', '31', '45']",680  GILLETTE BV
7505,Valerie Suarez,"['2', '21', '27', '29', '30', '35', '43', '45']",1602  BANDERA RD
7506,Raul Jimenez,"['19', '34', '45', '46', '46']",1902  WEST AV
7507,Bamba Njie,[],516  FLORES ST S
7508,Victoria Paredes,"['2', '42', '43', '45']",742  MILITARY DR SW
7509,Cicily Martinez,"['20', '21', '22', '35']",1700  MAIN AV N
7510,Benito Zuniga,[],13446  US HWY 281 N
7511,Debra Hernandez,"['2', '30']",1207  24TH ST NW
7512,Benito Zuniga,"['9', '28']",701  RHAPSODY ST W
7513,Raul Jimenez,"['2', '9', '10', '14', '21', '28', '31', '34', '35', '36', '37', '37', '47']",3811  BLANCO RD
7514,Nathan Balfour,[],7280  UTSA BLVD
7515,Bamba Njie,"['22', '33', '36', '39', '43', '45', '45', '45']",320  BEAUREGARD ST
7516,Jeffrey Carrizales,"['2', '3', '6', '6', '27', '27', '27', '27', '29', '29', '31']",3727  COLONY DR
7517,Bernard Capdeboscq,"['30', '42']",8011  MIDCROWN DR
7518,Lauren Schumacher,"['7', '10', '10', '34']",849  COMMERCE ST E
7519,Bamba Njie,[],514  COMMERCE ST W     3
7520,Jeffrey Carrizales,[],10915  VANCE JACKSON
7521,Erica Llanas,"['1', '2', '3', '22', '28', '30', '35', '37', '37', '42']",13550  O CONNOR RD
7522,Bernard Capdeboscq,"['18', '31', '31', '37', '37', '38', '47']",5374  WALZEM RD
7523,Jacob Johanson,"['10', '21', '22', '25', '36', '45']",260  BASSE E           #107
7524,Valerie Suarez,"['18', '21', '30', '34', '46']",8601  HUEBNER RD        #106
7525,Bernard Capdeboscq,"['18', '18', '42', '42']",5203  EISENHAUER RD
7526,Benito Zuniga,['26'],70  LOOP 410 NE
7527,RYAN DAVIS,[],11745  IH 10 W
7528,Benito Zuniga,[],13707  EMBASSY ROW
7529,Fermin Garza,['30'],9014  TIMBER PATH
7530,RYAN DAVIS,[],1100  BITTERS RD W
7531,Daniel Guzman,"['2', '3', '43']",7400  BARLITE BLVD
7532,John Payelle,[],4201  DE ZAVALA RD      #5
7533,Erica Llanas,['30'],14714  EDGEMONT DR       #14
7534,Kassandra Aguilar,"['21', '28', '43']",1801  MARTIN L KING
7535,Kassandra Aguilar,"['28', '35']",1801  MARTIN L KING
7536,Kassandra Aguilar,['28'],1801  MARTIN L KING
7537,Cicily Martinez,"['2', '22', '22', '31']",1621  MAIN AV N
7538,Bamba Njie,[],516  FLORES ST S
7539,Erica Llanas,"['2', '30', '35', '41']",12048  O CONNOR RD
7540,Lauren Schumacher,"['7', '18', '34', '39', '39', '39', '39', '45', '45']",321  ALAMO PLAZA
7541,Victoria Paredes,['2'],3323  MILITARY DR SE
7542,John Payelle,['18'],4226  DE ZAVALA RD
7543,Lauren Schumacher,"['9', '37', '45', '45']",412  COMMERCE ST E
7544,Amanda Cantu,"['21', '30']",303  ROLAND AVE
7545,Valerie Suarez,"['21', '22', '29', '30', '33']",5910  BABCOCK RD
7546,Lauren Schumacher,"['10', '10', '23', '31', '35', '37', '45', '45']",849  COMMERCE ST E
7547,Fermin Garza,['30'],5251  TIMBERHILL        206
7548,Victoria Paredes,['2'],910  MILITARY DR SE
7549,Lauren Schumacher,"['2', '18', '31', '31']",709  ALAMO ST S
7550,Lauren Schumacher,"['2', '39', '47']",721  ALAMO ST S
7551,Jeffrey Carrizales,"['2', '9', '9']",9955  IH 10 W
7552,Fermin Garza,"['30', '42', '45']",8802  FM 471 W
7553,Sumner Bumgardner,"['21', '27', '29', '30', '31', '39']",430  AUSTIN ST
7554,Bamba Njie,[],66  EL PASO ST
7555,Bernard Capdeboscq,['42'],4070  PERRIN CENTRAL
7556,Debra Hernandez,"['2', '18', '30', '31', '31']",1419  CULEBRA RD
7557,Kassandra Aguilar,[],1502  COMMERCE ST E
7558,Mario Cavazos,"['2', '9', '33']",1508  GUADALUPE ST
7559,Kassandra Aguilar,[],2145  HOUSTON ST E
7560,Mario Cavazos,"['2', '9', '46']",719  BRAZOS ST S
7561,Jeffrey Carrizales,"['2', '19', '19', '21']",8442  FREDSBG RD
7562,Raul Jimenez,"['1', '2', '18', '27', '28', '29', '29']",3303  WEST AVE
7563,Mario Cavazos,"['2', '3', '21', '30', '33', '45', '45', '46']",2800  GUADALUPE ST
7564,William Emminger,"['10', '37']",6050  INGRAM RD
7565,RYAN DAVIS,[],10003  NW MILITARY HY
7566,Bernard Capdeboscq,"['3', '15', '21', '22', '29', '29', '31', '36', '38', '39', '39', '41']",3261  NACOGDOCHES RD    #101
7567,Raul Jimenez,"['10', '32', '37', '37', '40']",3305  WEST AV
7568,William Hudson,[],80  TRAIL CREST
7569,Jeffrey Carrizales,"['2', '3', '19', '23']",9961  IH 10 W
7570,Jeffrey Carrizales,['2'],8448  FREDSBG RD
7571,Sean Gilbert,"['30', '47']",11761  BANDERA RD
7572,William Hudson,"['35', '37', '37', '44', '45']",14814  JONES MALTSBERGER
7573,RYAN DAVIS,[],15430  HUEBNER RD
7574,Lauren Schumacher,"['35', '39']",200  ALAMO ST S
7575,Jeffrey Carrizales,"['2', '3', '21']",9963  IH 10 W
7576,Erica Llanas,"['2', '15', '30', '35', '36', '39']",15037  NACOGDOCHES RD
7577,William Emminger,"['10', '29', '39', '39', '46']",6050  INGRAM RD
7578,Fermin Garza,"['30', '32']",7491  GRISSOM RD
7579,Erica Llanas,"['20', '30']",17910  BULVERDE RD
7580,Raul Jimenez,"['9', '21', '32', '37']",3309  WEST AV
7581,William Emminger,[],8514  STATE HWY 151
7582,William Emminger,"['18', '36']",6050  INGRAM RD
7583,Victoria Paredes,"['10', '42']",3302  MILITARY DR SE    #107
7584,John Payelle,"['21', '47']",18503  IH 10 W
7585,Bamba Njie,"['9', '34', '37', '43']",110  SOLEDAD ST
7586,Bamba Njie,"['29', '36', '43', '45']",700  SANTA ROSA S
7587,Kassandra Aguilar,"['10', '23', '43']",533  HACKBERRY ST S
7588,Lauren Schumacher,"['2', '10', '25', '28', '39', '39', '39', '41']",401  ALAMO ST S
7589,Sean Gilbert,"['30', '47']",11620  BANDERA RD
7590,Debra Hernandez,"['2', '42']",430  BANDERA RD
7591,Sean Gilbert,['30'],5347  W FM 1604 N
7592,Jeffrey Carrizales,"['2', '27', '33', '33', '33']",9821  COLONNADE BOULEVARD
7593,Erica Llanas,[],22135  BULVERDE RD
7594,Debra Hernandez,"['2', '30']",602  24TH ST NW
7595,Fermin Garza,['30'],7350  TEZEL RD          #103
7596,Bamba Njie,"['21', '43']",730  SANTA ROSA S
7597,Erica Llanas,"['22', '30', '35', '39', '42', '43']",17718  BULVERDE RD
7598,Lauren Schumacher,"['31', '47', '47']",727  ALAMO ST S
7599,Juanicia Page,"['18', '27', '29', '33', '35', '36', '37', '39', '39', '42', '47']",7210  LOOP 410 SW
7600,William Hudson,"['37', '41', '42', '42', '45']",17415  US 281 N
7601,Sumner Bumgardner,[],503  CHESTNUT ST
7602,Sean Gilbert,"['30', '47']",10919  CULEBRA RD
7603,Bamba Njie,"['21', '29']",623  URBAN LOOP
7604,Bernard Capdeboscq,['21'],1247  NE LOOP 410
7605,Sean Gilbert,"['30', '45', '45']",11751  BANDERA RD
7606,Erica Llanas,"['9', '28', '28', '28', '35']",22135  BULVERDE RD
7607,John Payelle,"['18', '21', '46', '47']",23783  IH 10 W
7608,Bernard Capdeboscq,"['21', '29', '47', '47']",1901  NACOGDOCHES RD    #103
7609,Sean Gilbert,"['19', '22', '30', '31', '41']",7915  W 1604 N
7610,William Hudson,"['37', '42']",838  BITTERS RD
7611,Raul Jimenez,['27'],3709  BLANCO RD
7612,Juanicia Page,"['14', '15', '37']",7504  MARBACH RD
7613,Monica Caballero,"['19', '30', '35', '42', '44']",1502  QUINTANA RD
7614,Victoria Paredes,"['2', '3']",3302  MILITARY DR SE    #107
7615,Jacob Johanson,[],3123  BROADWAY
7616,RYAN DAVIS,[],11224  HUEBNER RD        #101
7617,Jeffrey Carrizales,"['2', '7', '45']",4105  GARDENDALE DR
7618,Sean Gilbert,['30'],11852  BANDERA RD
7619,RYAN DAVIS,[],1418  WALKERS WAY
7620,Valerie Suarez,"['21', '30', '45', '46']",5727  EVERS RD
7621,Sean Gilbert,['30'],7915  W 1604 N
7622,Joe Mokry,[],10500  SEA WORLD DR      #98E
7623,Kassandra Aguilar,"['1', '35', '37', '43']",1515  ROGERS AV
7624,Valerie Suarez,"['29', '30', '33', '35', '42', '45']",7755  ECKHERT RD
7625,Fermin Garza,"['30', '34', '42', '45']",5562  TEZEL RD
7626,Kassandra Aguilar,"['2', '43']",1314  HINES AV
7627,William Emminger,['40'],8603  STATE HWY 151
7628,Juanicia Page,"['39', '42', '47']",234  VALLEY HI DR
7629,Sean Gilbert,"['24', '30', '47']",11838  BANDERA RD
7630,Jeffrey Carrizales,"['2', '3', '9', '10', '10', '10', '10', '14', '14', '18', '19', '21', '21', '22', '29', '29', '29', '31', '31', '31', '33', '33', '33']",8585  MARRIOTT DR
7631,Mario Cavazos,"['2', '30', '40']",4010  COMMERCE ST W
7632,Raul Jimenez,"['10', '18', '32', '45']",4030  VANCE JACKSON
7633,Bamba Njie,"['21', '22', '30', '35']",118  SOLEDAD ST
7634,Joe Mokry,[],10500  SEA WORLD DR      #98E
7635,Lauren Schumacher,"['29', '47']",849  COMMERCE ST E
7636,Jeffrey Carrizales,[],8466  FREDSBG RD
7637,Joe Mokry,[],10500  SEA WORLD DR      #98E
7638,Cicily Martinez,"['2', '7', '22', '43', '45', '46']",3315  SAN PEDRO AV
7639,Valerie Suarez,"['21', '28', '29', '30', '33', '40', '41', '45', '46']",5545  LOOP 410 NW
7640,Debra Hernandez,"['2', '30']",4711  COMMERCE ST W
7641,Monica Caballero,"['9', '30']",1402  QUINTANA RD
7642,John Payelle,[],2602  N FM 1604 W       #101
7643,Raul Jimenez,"['29', '30', '33', '43', '45']",2823  HILLCREST DR
7644,Monica Caballero,"['9', '14', '28', '30', '39']",2555  CASTROVILLE RD    #101
7645,Lauren Schumacher,"['2', '31', '35', '36', '39', '39', '39', '45', '45']",849  COMMERCE ST E
7646,Joe Mokry,[],10500  SEA WORLD DR      #98E
7647,Sean Gilbert,['30'],5347  W FM 1604 N
7648,Kassandra Aguilar,"['10', '34', '43', '47']",2646  IH 35 N
7649,Juanicia Page,[],330  VALLEY HI DR      1
7650,John Payelle,"['29', '39', '39', '47']",2602  N FM 1604 W       #101
7651,Joe Mokry,[],10500  SEA WORLD DR      #98E
7652,Benito Zuniga,[],10100  REUNION PLACE
7653,Bamba Njie,"['21', '22', '35', '45', '47']",812  PRESA ST S
7654,Raul Jimenez,[],8059  CALLAGHAN RD
7655,Joe Mokry,[],10500  SEA WORLD DR      #98E
7656,Debra Hernandez,"['2', '30']",612  BANDERA RD
7657,Joe Mokry,[],10500  SEA WORLD DR      #98E
7658,Sean Gilbert,['30'],5347  W FM 1604 N
7659,Erica Llanas,"['28', '30', '40']",20770  N US HWY 281
7660,Joe Mokry,[],10500  SEA WORLD DR      #98E
7661,Joe Mokry,[],10500  SEA WORLD DR      #98E
7662,Joe Mokry,[],10500  SEA WORLD DR      #98E
7663,Bamba Njie,"['32', '34', '43']",160  HOUSTON ST E
7664,Joe Mokry,[],10500  SEA WORLD DR      #98E
7665,Raul Jimenez,[],1902  VANCE JACKSON
7666,Valerie Suarez,"['21', '30', '33']",2414  BABCOCK RD
7667,Joe Mokry,[],10500  SEA WORLD DR      #98E
7668,Erica Llanas,['30'],17822  BULVERDE RD
7669,Jacob Johanson,['21'],3610  BROADWAY
7670,Juanicia Page,"['28', '35', '36', '39']",7714  MEDINA BASE RD
7671,Jeffrey Carrizales,"['2', '9']",8116  FREDSBG RD
7672,Debra Hernandez,"['2', '30']",1025  DONALDSON AV
7673,Kassandra Aguilar,"['9', '27', '43']",118  SEGUIN ST
7674,Joe Mokry,[],10500  SEA WORLD DR      #98E
7675,Bamba Njie,"['18', '29', '30']",108  KING WILLIAM
7676,Juanicia Page,"['9', '29', '31', '31', '39']",300  VALLEY HI DR
7677,Monica Caballero,[],2323  W. Southcross Blvd
7678,Joe Mokry,[],10500  SEA WORLD DR      #98E
7679,Sean Gilbert,['30'],11650  BANDERA RD
7680,Lauren Schumacher,"['2', '9', '35', '36', '39', '47']",204  HOUSTON ST E
7681,Sean Gilbert,['30'],5419  W FM 1604 N
7682,Bernard Capdeboscq,"['2', '10', '10', '31', '34', '36', '42', '42', '45']",2410  NACOGDOCHES RD
7683,Bernard Capdeboscq,"['21', '47']",4502  RITTIMAN RD
7684,Monica Caballero,"['2', '30']",2110  CUPPLES RD
7685,Jacob Johanson,"['25', '43']",1150  AUSTIN HWY
7686,Monica Caballero,"['14', '30', '31', '34', '39', '42']",1606  CASTROVILLE RD
7687,Mario Cavazos,"['2', '3', '9', '9', '33', '43', '45', '45', '46', '47']",2918  COMMERCE ST W
7688,Benito Zuniga,"['28', '39']",226  BITTERS RD W
7689,Jacob Johanson,"['1', '2', '15', '35']",1120  BASSE RD
7690,Cicily Martinez,"['20', '42']",1839  HILDEBRAND W
7691,Benito Zuniga,"['14', '15', '31', '36']",98  LOOP 410 NE
7692,Joe Mokry,[],8300  MARBACH RD
7693,Monica Caballero,"['30', '34', '35', '37', '39', '43', '44']",1504  CASTROVILLE RD
7694,Bernard Capdeboscq,"['21', '22']",6019  RITTIMAN PZ
7695,MICHELLE MORENO,['7'],6110  COMMERCE ST W
7696,Sean Gilbert,['30'],6419  W FM 1604 N
7697,John Payelle,"['22', '39']",12631  VANCE JACKSON
7698,John Payelle,"['31', '35', '39']",17623  LA CANTERA PKW
7699,Sean Gilbert,['30'],10670  CULEBRA RD        109
7700,Jeffrey Carrizales,"['2', '3', '6', '11', '11']",4323  SPECTRUM ONE
7701,Jeffrey Carrizales,"['2', '10', '10', '10', '21', '30', '31', '31', '31', '35', '35']",4303  HYATT PLACE DR
7702,William Hudson,['32'],14424  US 281 N
7703,Valerie Suarez,"['18', '21', '30', '32', '45']",5500  BABCOCK RD        #101
7704,Sean Gilbert,['30'],5335  W FM 1604 N
7705,Victoria Paredes,['2'],3180  GOLIAD RD
7706,Mario Cavazos,"['2', '2', '3', '31', '33', '46']",902  SAN AGUSTINE S
7707,RYAN DAVIS,[],15614  HUEBNER RD        #115
7708,Sean Gilbert,['30'],5347  W FM 1604 N
7709,RYAN DAVIS,[],10003  NW MILITARY HY
7710,Benito Zuniga,"['32', '35', '42', '42']",13025  US 281 N
7711,William Hudson,"['34', '35', '35', '40', '42', '42', '45', '45']",1802  N FM 1604 E
7712,Lauren Schumacher,"['10', '18', '18', '29', '31', '42', '45', '47']",245  COMMERCE ST E     #400
7713,Lauren Schumacher,"['7', '9', '35']",400  HOUSTON ST E
7714,Sean Gilbert,['30'],6626  W 1604 N
7715,Bernard Capdeboscq,"['10', '29', '45']",2617  WAGON WHEEL ST
7716,Jeffrey Carrizales,"['2', '3', '11', '27', '27', '27', '35', '35']",10303  IH 10 W
7717,Lauren Schumacher,"['37', '39', '47']",200  HOUSTON ST E
7718,John Payelle,['21'],6028  WORTH PKWY
7719,Jeffrey Carrizales,"['2', '3', '4', '6']",4320  SPECTRUM ONE
7720,William Hudson,"['42', '45', '47']",18410  US 281 N          #102
7721,Monica Caballero,"['30', '42']",702  ACME RD S
7722,Joe Mokry,[],9315  POTRANCO RD
7723,Cicily Martinez,"['7', '40']",1738  HILDEBRAND W
7724,RYAN DAVIS,[],15614  HUEBNER RD        #115
7725,Jeffrey Carrizales,"['1', '2', '2', '3', '10', '27', '27']",10101  IH 10 W
7726,Sean Gilbert,['30'],5531  W FM 1604 N       #105
7727,Joe Mokry,[],9080  MARBACH RD
7728,RYAN DAVIS,[],11003  NW MILITARY HY
7729,John Payelle,"['2', '19', '21', '30']",5230  DE ZAVALA RD
7730,Joe Mokry,[],10903  POTRANCO RD
7731,Lauren Schumacher,"['18', '47']",600  HEMISFAIR PLAZA WAY
7732,Benito Zuniga,[],427  RAMSEY RD E
7733,Raul Jimenez,"['34', '43', '45']",4507  BLANCO RD
7734,Joe Mokry,"['31', '47']",9107  MARBACH RD
7735,Benito Zuniga,"['18', '37']",13421  US 281 N
7736,Lauren Schumacher,"['9', '28', '31', '34', '35', '37', '39', '40', '42', '47']",301  ALAMO ST S
7737,Bernard Capdeboscq,"['30', '31', '32', '36', '45']",8633  CROWNHILL BV
7738,Bamba Njie,['43'],728  ALAMO ST S
7739,Lauren Schumacher,"['2', '28', '31', '36', '39', '42', '47', '47']",418  VILLITA ST
7740,Juanicia Page,"['21', '30', '35']",341  VALLEY HI DR
7741,Raul Jimenez,"['7', '28']",4508  WEST AV
7742,Joe Mokry,[],9385  MARBACH RD
7743,Monica Caballero,"['30', '47']",227  NEW LAREDO HWY
7744,Jacob Johanson,"['10', '23', '37']",1308  AUSTIN HWY
7745,Joe Mokry,[],8250  MARBACH RD
7746,John Payelle,['19'],5438  PRESIDIO PKWY
7747,Juanicia Page,"['14', '18', '35', '39', '42', '45', '47']",351  VALLEY HI DR
7748,Bamba Njie,"['21', '31', '35']",732  ALAMO ST S
7749,Juanicia Page,['18'],319  VALLEY HI DR
7750,Benito Zuniga,"['32', '35']",606  EMBASSY OAKS      # 100
7751,Bernard Capdeboscq,"['10', '21', '22', '42', '45', '47']",1901  NACOGDOCHES RD    #103
7752,Valerie Suarez,"['21', '29', '33']",6487  WHITBY RD         #5
7753,Benito Zuniga,"['7', '32']",9700  SAN PEDRO AV
7754,Raul Jimenez,"['15', '22', '29', '29', '40']",1229  BABCOCK RD
7755,RYAN DAVIS,[],11745  IH 10 W
7756,RYAN DAVIS,[],11745  IH 10 W
7757,RYAN DAVIS,[],11745  IH 10 W
7758,RYAN DAVIS,[],11745  IH 10 W
7759,Victoria Paredes,"['2', '3']",2215  MILITARY DR SE
7760,Fermin Garza,"['30', '45']",7203  CULEBRA RD
7761,RYAN DAVIS,"['26', '30', '37', '42']",10918  WURZBACH RD       #131
7762,Victoria Paredes,[],2246  MILITARY DR SE
7763,Valerie Suarez,"['21', '30', '39', '42', '45']",8910  BANDERA RD        #102
7764,Raul Jimenez,"['30', '31', '32', '34']",3009  BLANCO RD
7765,Lauren Schumacher,"['2', '44']",849  COMMERCE ST E
7766,Nathan Balfour,[],1  UTSA CIR
7767,Bernard Capdeboscq,"['10', '19', '23', '24', '43', '45']",2446  HARRY WURZBACH
7768,Benito Zuniga,[],141  BRANIFF DR
7769,RYAN DAVIS,['21'],14510  MILITARY HY NW
7770,Raul Jimenez,"['36', '42', '44']",4407  VANCE JACKSON
7771,Fermin Garza,['30'],9855  WESTOVER HILLS
7772,Monica Caballero,"['28', '30', '39', '39', '44']",1816  THOMPSON PLACE
7773,Erica Arreola,[],802  NOGALITOS ST
7774,MICHELLE MORENO,"['14', '18', '21', '28', '36', '37', '38']",1045  BANDERA RD
7775,Nathan Balfour,[],1  UTSA CIR
