,establishment,inspection_date,sector,district,total_score,link,zip_code,address_and_zip,address,separated_address,house_numbers,trimmed_name,split_address,clean_address
9323,tokyo gardens catering llc #,2019-09-12,12,B,100,Link,78232,"18140 us 281 n san antonio, tx 782320",18140 us 281 n ,"['18140', 'us', '281', 'n']",18140,tokyo gardens catering llc #,us 281 n,us 281
9324,tokyo gardens catering llc #,2019-09-12,10,B,100,Link,78258,"20935 us 281 n san antonio, tx 782580",20935 us 281 n ,"['20935', 'us', '281', 'n']",20935,tokyo gardens catering llc #,us 281 n,us 281
9325,tommys restaurant,2019-09-12,23,C,96,Link,78204,"1205 nogalitos st san antonio, tx 782042148",1205 nogalitos st ,"['1205', 'nogalitos', 'st']",1205,tommys restaurant,nogalitos st,nogalitos
9326,tonys,2019-09-12,19,C,97,Link,78215,"206 brooklyn av san antonio, tx 782151826",206 brooklyn av ,"['206', 'brooklyn', 'av']",206,tonys,brooklyn av,brooklyn
9327,torreon mexican restaurant,2019-09-12,34,D,92,Link,78201,"1505 culebra rd san antonio, tx 782015912",1505 culebra rd ,"['1505', 'culebra', 'rd']",1505,torre mexic restaurant,culebra rd,culebra
9328,trinity starbucks,2019-09-12,35,D,100,Link,78212,"1 trinity place san antonio, tx 782123104",1 trinity place ,"['1', 'trinity', 'place']",1,trinity starbucks,trinity place,trinity place
9329,trinity university commons,2019-09-12,35,D,98,Link,78212,"1 trinity place san antonio, tx 782123104",1 trinity place ,"['1', 'trinity', 'place']",1,trinity university commons,trinity place,trinity place
9330,twelve stone,2019-09-12,27,C,100,Link,78210,"1700 st marys s san antonio, tx 78210",1700 st marys s ,"['1700', 'st', 'marys', 's']",1700,twelve stone,st marys s,st marys
9331,vino volo,2019-09-12,13,B,100,Link,78216,"9800 airport bv san antonio, tx 782164837",9800 airport bv ,"['9800', 'airport', 'bv']",9800,vino volo,airport bv,airport
9332,viva vegeria,2019-09-12,23,C,99,Link,78204,"1422 nogalitos st san antonio, tx 782042501",1422 nogalitos st ,"['1422', 'nogalitos', 'st']",1422,viv vegeria,nogalitos st,nogalitos
9333,walmart #5226 fuel center,2019-09-12,5,A,100,Link,78251,"9418 military dr w san antonio, tx 782510",9418 military dr w ,"['9418', 'military', 'dr', 'w']",9418,walmart #5226 fu center,military dr w,military
9334,wendys # 10527,2019-09-12,5,A,100,Link,78250,"9535 culebra rd san antonio, tx 782500",9535 culebra rd ,"['9535', 'culebra', 'rd']",9535,wendys # 10527,culebra rd,culebra
9335,whataburger #794,2019-09-12,9,A,100,Link,78216,"14646 blanco rd san antonio, tx 782160",14646 blanco rd ,"['14646', 'blanco', 'rd']",14646,whataburger #794,blanco rd,blanco
9336,wild wing station,2019-09-12,31,D,85,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,wild wing station,loop 410 nw,loop 410w
9337,wingstop #38,2019-09-12,7,A,100,Link,78229,"7959 fredsbg rd san antonio, tx 782290",7959 fredsbg rd ,"['7959', 'fredsbg', 'rd']",7959,wingstop #38,fredsbg rd,fredsbg
9338,yummi japanese restaurant,2019-09-12,4,A,96,Link,78255,"24165 ih 10 w san antonio, tx 782559519",24165 ih 10 w ,"['24165', 'ih', '10', 'w']",24165,yummi japanese restaurant,ih 10 w,ih 10
9339,54th street restaurant & drafthouse,2019-09-13,25,C,94,Link,78223,"7307 new brnfls s san antonio, tx 782230",7307 new brnfls s ,"['7307', 'new', 'brnfls', 's']",7307,54th street restaurant & drafthouse,new brnfls s,new brnfls
9340,azteca meat & produce supermarket & enterprises,2019-09-13,23,C,90,Link,78225,"2820 nogalitos st san antonio, tx 782251752",2820 nogalitos st ,"['2820', 'nogalitos', 'st']",2820,aztec meat & produce supermarket & enterprises,nogalitos st,nogalitos
9341,baan thai restaurant,2019-09-13,6,A,92,Link,78240,"9386 huebner rd san antonio, tx 782400",9386 huebner rd ,"['9386', 'huebner', 'rd']",9386,b thai restaurant,huebner rd,huebner
9342,baklava bakery,2019-09-13,6,A,100,Link,78240,"9329 wurzbach rd san antonio, tx 782401045",9329 wurzbach rd ,"['9329', 'wurzbach', 'rd']",9329,baklav bakery,wurzbach rd,wurzbach
9343,beat aids newly empowered women project,2019-09-13,20,C,99,Link,78202,"618 hudson st san antonio, tx 782021636",618 hudson st ,"['618', 'hudson', 'st']",618,beat aids newly empowered women project,hudson st,hudson
9344,beijing express,2019-09-13,24,C,94,Link,78223,"6215 pecan valley dr san antonio, tx 782230",6215 pecan valley dr ,"['6215', 'pecan', 'valley', 'dr']",6215,beijing express,pecan valley dr,pecan valley
9345,bethany united methodist church senior center,2019-09-13,17,B,100,Link,78218,"4102 eisenhauer rd san antonio, tx 782183411",4102 eisenhauer rd ,"['4102', 'eisenhauer', 'rd']",4102,bethany united methodist church senior center,eisenhauer rd,eisenhauer
9346,bite restaurant,2019-09-13,27,C,85,Link,78210,"1012 presa st s san antonio, tx 782101360",1012 presa st s ,"['1012', 'presa', 'st', 's']",1012,bite restaurant,presa st s,presa
9347,bliss restaurant,2019-09-13,27,C,91,Link,78210,"926 presa st s san antonio, tx 782101377",926 presa st s ,"['926', 'presa', 'st', 's']",926,bliss restaurant,presa st s,presa
9348,cafe amore,2019-09-13,4,A,90,Link,78257,"4553 n fm 1604 w san antonio, tx 782576827",4553 n fm 1604 w ,"['4553', 'n', 'fm', '1604', 'w']",4553,cafe amore,n fm 1604 w,n fm 1604
9349,carmens de calle cafe,2019-09-13,27,C,92,Link,78205,"320 flores st n san antonio, tx 782051408",320 flores st n ,"['320', 'flores', 'st', 'n']",320,carmens  calle cafe,flores st n,flores
9350,cedar mediterranian grill,2019-09-13,6,A,100,Link,78249,"5890 de zavala rd san antonio, tx 782490",5890 de zavala rd ,"['5890', 'de', 'zavala', 'rd']",5890,cedar mediterrani grill,de zavala rd,de zavala
9351,churchs chicken # 3404,2019-09-13,26,C,97,Link,78214,"1003 military dr se san antonio, tx 78214",1003 military dr se ,"['1003', 'military', 'dr', 'se']",1003,churchs chicken # 3404,military dr se,militarye
9352,churchs chicken # 564,2019-09-13,15,B,97,Link,78233,"11910 perrin beitel san antonio, tx 782332114",11910 perrin beitel ,"['11910', 'perrin', 'beitel']",11910,churchs chicken # 564,perrin beitel,perrin beitel
9353,circle k # 2742159,2019-09-13,9,A,100,Link,78213,"7203 blanco rd san antonio, tx 782134902",7203 blanco rd ,"['7203', 'blanco', 'rd']",7203,circle k # 2742159,blanco rd,blanco
9354,city base sports bar,2019-09-13,25,C,93,Link,78223,"2707 lasses bv san antonio, tx 782233729",2707 lasses bv ,"['2707', 'lasses', 'bv']",2707,city base sports bar,lasses bv,lasses
9355,club oasis,2019-09-13,25,C,96,Link,78223,"8303 presa st s san antonio, tx 782233550",8303 presa st s ,"['8303', 'presa', 'st', 's']",8303,club oasis,presa st s,presa
9356,common wealth coffee house & bakery,2019-09-13,19,C,100,Link,78205,"106 jefferson st san antonio, tx 78205",106 jefferson st ,"['106', 'jefferson', 'st']",106,comm wealth coffee house & bakery,jefferson st,jefferson
9357,copal comida mexicana,2019-09-13,31,D,89,Link,78238,"5720 bandera rd san antonio, tx 782381950",5720 bandera rd ,"['5720', 'bandera', 'rd']",5720,copal comid mexicana,bandera rd,bandera
9358,crosspoint inc,2019-09-13,20,C,95,Link,78203,"301 yucca st san antonio, tx 782032351",301 yucca st ,"['301', 'yucca', 'st']",301,crosspoint inc,yucca st,yucca
9359,culebra meat market #7,2019-09-13,8,A,68,Link,78201,"3017 blanco rd san antonio, tx 782011302",3017 blanco rd ,"['3017', 'blanco', 'rd']",3017,culebr meat market #7,blanco rd,blanco
9360,deco pizzeria,2019-09-13,1,A,98,Link,78229,"2026 babcock rd san antonio, tx 782294409",2026 babcock rd ,"['2026', 'babcock', 'rd']",2026,deco pizzeria,babcock rd,babcock
9361,deluxe international market,2019-09-13,1,A,100,Link,78228,"6123 callaghan rd san antonio, tx 782281117",6123 callaghan rd ,"['6123', 'callaghan', 'rd']",6123,deluxe international market,callaghan rd,callaghan
9362,diehard catering,2019-09-13,20,C,100,Link,78202,"1630 houston st e san antonio, tx 782022842",1630 houston st e ,"['1630', 'houston', 'st', 'e']",1630,diehard catering,houston st e,houston
9363,domino's pizza #6710,2019-09-13,15,B,100,Link,78217,"12019 perrin beitel san antonio, tx 78217",12019 perrin beitel ,"['12019', 'perrin', 'beitel']",12019,domino's pizz #6710,perrin beitel,perrin beitel
9364,dorcol distilling co,2019-09-13,23,C,100,Link,78204,"1902 flores st s san antonio, tx 782041939",1902 flores st s ,"['1902', 'flores', 'st', 's']",1902,dorcol distilling co,flores st s,flores
9365,el coqui restaurant,2019-09-13,32,D,81,Link,78242,"5036 military dr w san antonio, tx 782421417",5036 military dr w ,"['5036', 'military', 'dr', 'w']",5036, coqui restaurant,military dr w,military
9366,el jacalito restaurant and jacalitos pub,2019-09-13,21,C,92,Link,78219,"146 w w white rd n san antonio, tx 782190",146 w w white rd n ,"['146', 'w', 'w', 'white', 'rd', 'n']",146, jacalito restaurant and jacalitos pub,w w white rd n,white
9367,el mexicano #,2019-09-13,34,D,92,Link,78201,"1322 culebra rd san antonio, tx 782015907",1322 culebra rd ,"['1322', 'culebra', 'rd']",1322, mexicano #,culebra rd,culebra
9368,flamingo bingo,2019-09-13,15,B,94,Link,78217,"12330 nacogdoches rd san antonio, tx 78217",12330 nacogdoches rd ,"['12330', 'nacogdoches', 'rd']",12330,flamingo bingo,nacogdoches rd,nacogdoches
9369,fluffys shaved ice,2019-09-13,26,C,98,Link,78223,"1006 v.f.w. blvd san antonio, tx 78223",1006 v.f.w. blvd ,"['1006', 'v.f.w.', 'blvd']",1006,fluffys shaved ice,v.f.w. blvd,v.f.w.
9370,hampton inn,2019-09-13,19,C,96,Link,78205,"414 bowie st san antonio, tx 782050",414 bowie st ,"['414', 'bowie', 'st']",414,hampt inn,bowie st,bowie
9371,hills & dales ice & food,2019-09-13,3,A,96,Link,78255,"15403 white fawn dr san antonio, tx 782551032",15403 white fawn dr ,"['15403', 'white', 'fawn', 'dr']",15403,hills & dales ice & food,white fawn dr,white fawn
9372,hon machi sushi and tepanyaki restaurant,2019-09-13,10,B,100,Link,78258,"1321 n fm 1604 e san antonio, tx 782580",1321 n fm 1604 e ,"['1321', 'n', 'fm', '1604', 'e']",1321,h machi sushi and tepanyaki restaurant,n fm 1604 e,n fm 1604
9373,hurricane grill and wings,2019-09-13,25,C,93,Link,78223,"2611 military dr se san antonio, tx 782230",2611 military dr se ,"['2611', 'military', 'dr', 'se']",2611,hurricane grill and wings,military dr se,militarye
9374,jimmy johns #1979,2019-09-13,10,B,100,Link,78258,"700 east sonterra san antonio, tx 782580",700 east sonterra ,"['700', 'east', 'sonterra']",700,jimmy johns #1979,east sonterra,eastonterra
9375,jims cafe & coffee bar,2019-09-13,11,B,86,Link,78216,"842 loop 410 nw san antonio, tx 782165616",842 loop 410 nw ,"['842', 'loop', '410', 'nw']",842,jims cafe & coffee bar,loop 410 nw,loop 410w
9376,kona grill,2019-09-13,3,A,92,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,kon grill,la cantera parkway,la cantera parkway
9377,la fiesta supermarket #24 #,2019-09-13,24,C,100,Link,78223,"6103 pecan valle dr san antonio, tx 782230",6103 pecan valle dr ,"['6103', 'pecan', 'valle', 'dr']",6103,l fiest supermarket #24 #,pecan valle dr,pecan valle
9378,la media luna cafe,2019-09-13,15,B,96,Link,78247,"12317 wetmore rd san antonio, tx 782473638",12317 wetmore rd ,"['12317', 'wetmore', 'rd']",12317,l medi lun cafe,wetmore rd,wetmore
9379,las nieves,2019-09-13,18,B,92,Link,78212,"4310 blanco rd san antonio, tx 782121108",4310 blanco rd ,"['4310', 'blanco', 'rd']",4310, nieves,blanco rd,blanco
9380,las palmas restaurant,2019-09-13,26,C,88,Link,78214,"2911 roosevelt av san antonio, tx 782142334",2911 roosevelt av ,"['2911', 'roosevelt', 'av']",2911, palmas restaurant,roosevelt av,roosevelt
9381,lila's cafe,2019-09-13,23,C,100,Link,78204,"503 mitchell st w san antonio, tx 782043909",503 mitchell st w ,"['503', 'mitchell', 'st', 'w']",503,lila's cafe,mitchell st w,mitchell
9382,lilys ice house,2019-09-13,25,C,99,Link,78221,"5535 roosevelt av san antonio, tx 782210",5535 roosevelt av ,"['5535', 'roosevelt', 'av']",5535,lilys ice house,roosevelt av,roosevelt
9383,longoria's grocery & grill blessed catering,2019-09-13,23,C,98,Link,78207,"201 brady bv san antonio, tx 782078032",201 brady bv ,"['201', 'brady', 'bv']",201,longoria's grocery & grill blessed catering,brady bv,brady
9384,luciano pizzeria,2019-09-13,3,A,100,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,luciano pizzeria,la cantera parkway,la cantera parkway
9385,lucky lounge,2019-09-13,13,B,100,Link,78216,"447 mc carty rd san antonio, tx 782164440",447 mc carty rd ,"['447', 'mc', 'carty', 'rd']",447,lucky lounge,mc carty rd,mc carty
9386,luna rosa puerto rican grill y tapas,2019-09-13,25,C,99,Link,78223,"2603 military dr se san antonio, tx 782230",2603 military dr se ,"['2603', 'military', 'dr', 'se']",2603,lun ros puerto ric grill y tapas,military dr se,militarye
9387,mad macks burger co,2019-09-13,26,C,98,Link,78214,"2933 roosevelt av san antonio, tx 782142345",2933 roosevelt av ,"['2933', 'roosevelt', 'av']",2933,mad macks burger co,roosevelt av,roosevelt
9388,magic beans,2019-09-13,35,D,98,Link,78212,"2021 san pedro av san antonio, tx 782123306",2021 san pedro av ,"['2021', 'san', 'pedro', 'av']",2021,magic beans,san pedro av,san pedro
9389,mannys shaved ice,2019-09-13,23,C,99,Link,78214,"5051 flores st s san antonio, tx 782141431",5051 flores st s ,"['5051', 'flores', 'st', 's']",5051,mannys shaved ice,flores st s,flores
9390,manzanas explosivas & snacks,2019-09-13,26,C,91,Link,78221,"1532 pleasanton rd san antonio, tx 78221",1532 pleasanton rd ,"['1532', 'pleasanton', 'rd']",1532,manzanas explosivas & snacks,pleasanton rd,pleasanton
9391,mario's tacos & restaurant,2019-09-13,34,D,91,Link,78201,"1438 culebra rd san antonio, tx 782015909",1438 culebra rd ,"['1438', 'culebra', 'rd']",1438,mario's tacos & restaurant,culebra rd,culebra
9392,mc donalds # 17018,2019-09-13,11,B,96,Link,78216,"8500 jones maltsbrg san antonio, tx 782165913",8500 jones maltsbrg ,"['8500', 'jones', 'maltsbrg']",8500,mc donalds # 17018,jones maltsbrg,jones maltsbrg
9393,mcdonalds #19116 #,2019-09-13,1,A,96,Link,78240,"6370 babcock rd san antonio, tx 782400",6370 babcock rd ,"['6370', 'babcock', 'rd']",6370,mcdonalds #19116 #,babcock rd,babcock
9394,midnight rodeo,2019-09-13,15,B,97,Link,78233,"12260 nacogdoches rd san antonio, tx 782332126",12260 nacogdoches rd ,"['12260', 'nacogdoches', 'rd']",12260,midnight rodeo,nacogdoches rd,nacogdoches
9395,mixtli,2019-09-13,18,B,98,Link,78212,"5251 mc cullough av san antonio, tx 782121642",5251 mc cullough av ,"['5251', 'mc', 'cullough', 'av']",5251,mixtli,mc cullough av,mc cullough
9396,nikis cafe mexican restaurant,2019-09-13,1,A,93,Link,78228,"6125 callaghan rd san antonio, tx 782281117",6125 callaghan rd ,"['6125', 'callaghan', 'rd']",6125,nikis cafe mexic restaurant,callaghan rd,callaghan
9397,our place,2019-09-13,35,D,100,Link,78201,"910 west av san antonio, tx 782014035",910 west av ,"['910', 'west', 'av']",910,our place,west av,west
9398,panda express,2019-09-13,2,A,100,Link,78251,"10670 culebra rd san antonio, tx 782510",10670 culebra rd ,"['10670', 'culebra', 'rd']",10670,pand express,culebra rd,culebra
9399,parkway assisted living,2019-09-13,31,D,100,Link,78228,"4331 parkway dr san antonio, tx 782282163",4331 parkway dr ,"['4331', 'parkway', 'dr']",4331,parkway assisted living,parkway dr,parkway
9400,pho garden,2019-09-13,25,C,90,Link,78223,"2535 military dr se san antonio, tx 782230",2535 military dr se ,"['2535', 'military', 'dr', 'se']",2535,pho garden,military dr se,militarye
9401,picks,2019-09-13,4,A,89,Link,78257,"4553 n fm 1604 w san antonio, tx 782576827",4553 n fm 1604 w ,"['4553', 'n', 'fm', '1604', 'w']",4553,picks,n fm 1604 w,n fm 1604
9402,pk's sports pub & grub,2019-09-13,3,A,93,Link,78249,"8338 n 1604 w san antonio, tx 78249",8338 n 1604 w ,"['8338', 'n', '1604', 'w']",8338,pk's sports pub & grub,n 1604 w,n 1604
9403,ponderosa lanes #,2019-09-13,24,C,94,Link,78223,"2118 goliad rd san antonio, tx 782233220",2118 goliad rd ,"['2118', 'goliad', 'rd']",2118,ponderos lanes #,goliad rd,goliad
9404,red lobster #6362,2019-09-13,1,A,95,Link,78228,"4550 loop 410 nw san antonio, tx 782285169",4550 loop 410 nw ,"['4550', 'loop', '410', 'nw']",4550,red lobster #6362,loop 410 nw,loop 410w
9405,salata,2019-09-13,10,B,98,Link,78258,"700 east sonterra san antonio, tx 782580",700 east sonterra ,"['700', 'east', 'sonterra']",700,salata,east sonterra,eastonterra
9406,sherry's texan,2019-09-13,23,C,100,Link,78214,"606 pleasanton rd san antonio, tx 782141304",606 pleasanton rd ,"['606', 'pleasanton', 'rd']",606,sherry's texan,pleasanton rd,pleasanton
9407,shuck shack,2019-09-13,19,C,95,Link,78215,"520 grayson st e san antonio, tx 782151203",520 grayson st e ,"['520', 'grayson', 'st', 'e']",520,shuck shack,grayson st e,grayson
9408,singapore chinese restaurant,2019-09-13,13,B,97,Link,78216,"445 mc carty rd san antonio, tx 782164440",445 mc carty rd ,"['445', 'mc', 'carty', 'rd']",445,singapore chinese restaurant,mc carty rd,mc carty
9409,snooze am eatery,2019-09-13,11,B,98,Link,78209,"255 basse e san antonio, tx 782090",255 basse e ,"['255', 'basse', 'e']",255,snooze am eatery,basse e,basse
9410,social house,2019-09-13,10,B,100,Link,78258,"19160 stone oak py san antonio, tx 782580",19160 stone oak py ,"['19160', 'stone', 'oak', 'py']",19160,social house,stone oak py,stone oak py
9411,som song grocery,2019-09-13,32,D,100,Link,78242,"5030 military dr w san antonio, tx 782421417",5030 military dr w ,"['5030', 'military', 'dr', 'w']",5030,som song grocery,military dr w,military
9412,sombras night club #,2019-09-13,34,D,97,Link,78201,"851 cincinnati av san antonio, tx 782016155",851 cincinnati av ,"['851', 'cincinnati', 'av']",851,sombras night club #,cincinnati av,cincinnati
9413,spaghetti warehouse,2019-09-13,20,C,94,Link,78202,"1226 houston st e san antonio, tx 782020",1226 houston st e ,"['1226', 'houston', 'st', 'e']",1226,spaghetti warehouse,houston st e,houston
9414,splach,2019-09-13,23,C,92,Link,78204,"905 nogalitos st san antonio, tx 782041838",905 nogalitos st ,"['905', 'nogalitos', 'st']",905,splach,nogalitos st,nogalitos
9415,sweet paris creperie & cafe,2019-09-13,3,A,95,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,sweet paris creperie & cafe,la cantera parkway,la cantera parkway
9416,sweet yams,2019-09-13,20,C,98,Link,78202,"218 cherry st n san antonio, tx 782022714",218 cherry st n ,"['218', 'cherry', 'st', 'n']",218,sweet yams,cherry st n,cherry
9417,taco cabana #374,2019-09-13,15,B,98,Link,78217,"4335 thousand oaks san antonio, tx 78217",4335 thousand oaks ,"['4335', 'thousand', 'oaks']",4335,taco caban #374,thousand oaks,thousand oaks
9418,taco gardenia-bakery,2019-09-13,19,C,94,Link,78208,"1805 pine st n san antonio, tx 782081038",1805 pine st n ,"['1805', 'pine', 'st', 'n']",1805,taco gardenia-bakery,pine st n,pine
9419,taqueria atotonilco,2019-09-13,34,D,96,Link,78228,"2754 culebra rd san antonio, tx 782286204",2754 culebra rd ,"['2754', 'culebra', 'rd']",2754,taqueri atotonilco,culebra rd,culebra
9420,taqueria casa tapatio,2019-09-13,15,B,93,Link,78233,"13860 nacogdoches rd san antonio, tx 782331280",13860 nacogdoches rd ,"['13860', 'nacogdoches', 'rd']",13860,taqueri cas tapatio,nacogdoches rd,nacogdoches
9421,taqueria potrillos,2019-09-13,23,C,94,Link,78204,"715 nogalitos st san antonio, tx 782041833",715 nogalitos st ,"['715', 'nogalitos', 'st']",715,taqueri potrillos,nogalitos st,nogalitos
9422,taurinos culebra,2019-09-13,31,D,100,Link,78228,"1300 callaghan rd san antonio, tx 782284309",1300 callaghan rd ,"['1300', 'callaghan', 'rd']",1300,taurinos culebra,callaghan rd,callaghan
9423,tequila mexican restaurant,2019-09-13,26,C,82,Link,78214,"1059 military dr se san antonio, tx 782142826",1059 military dr se ,"['1059', 'military', 'dr', 'se']",1059,tequil mexic restaurant,military dr se,militarye
9424,texas roadhouse,2019-09-13,25,C,97,Link,78223,"2751 military dr se san antonio, tx 782230",2751 military dr se ,"['2751', 'military', 'dr', 'se']",2751,texas roadhouse,military dr se,militarye
9425,texas sun conv store,2019-09-13,26,C,96,Link,78214,"3263 roosevelt av san antonio, tx 782142559",3263 roosevelt av ,"['3263', 'roosevelt', 'av']",3263,texas sun conv store,roosevelt av,roosevelt
9426,thai loa orchid,2019-09-13,4,A,93,Link,78257,"23535 ih 10 w san antonio, tx 782570",23535 ih 10 w ,"['23535', 'ih', '10', 'w']",23535,thai lo orchid,ih 10 w,ih 10
9427,the bean sprout,2019-09-13,13,B,97,Link,78216,"25 loop 410 ne san antonio, tx 782165822",25 loop 410 ne ,"['25', 'loop', '410', 'ne']",25, be sprout,loop 410 ne,loop 410e
9428,the edison experiment,2019-09-13,12,B,100,Link,78248,"1846 n fm 1604 w san antonio, tx 782480",1846 n fm 1604 w ,"['1846', 'n', 'fm', '1604', 'w']",1846, edis experiment,n fm 1604 w,n fm 1604
9429,the green lantern,2019-09-13,10,B,100,Link,78258,"20626 stone oak py san antonio, tx 782580",20626 stone oak py ,"['20626', 'stone', 'oak', 'py']",20626, green lantern,stone oak py,stone oak py
9430,the web house cafe & bar,2019-09-13,35,D,90,Link,78212,"320 blanco rd san antonio, tx 782123846",320 blanco rd ,"['320', 'blanco', 'rd']",320, web house cafe & bar,blanco rd,blanco
9431,tink-a-tako #2,2019-09-13,25,C,96,Link,78223,"2511 military dr se san antonio, tx 782230",2511 military dr se ,"['2511', 'military', 'dr', 'se']",2511,tink-a-tako #2,military dr se,militarye
9432,tokyo inn,2019-09-13,18,B,77,Link,78212,"819 hildebrand w san antonio, tx 782122127",819 hildebrand w ,"['819', 'hildebrand', 'w']",819,tokyo inn,hildebrand w,hildebrand
9433,tomatillos #,2019-09-13,18,B,95,Link,78209,"3210 broadway san antonio, tx 782096721",3210 broadway ,"['3210', 'broadway']",3210,tomatil #,broadway,broadway
9434,tony's tacos to go,2019-09-13,23,C,93,Link,78204,"1503 nogalitos st san antonio, tx 782042504",1503 nogalitos st ,"['1503', 'nogalitos', 'st']",1503,tony's tacos to go,nogalitos st,nogalitos
9435,verdell's rum cakes,2019-09-13,9,A,100,Link,78216,"11825 west av san antonio, tx 782162557",11825 west av ,"['11825', 'west', 'av']",11825,verdell's rum cakes,west av,west
9436,victoria factory,2019-09-13,23,C,97,Link,78225,"737 division san antonio, tx 782250",737 division ,"['737', 'division']",737,victori factory,division,division
9437,wurzbach ice house,2019-09-13,7,A,80,Link,78230,"10141 wurzbach rd san antonio, tx 782302215",10141 wurzbach rd ,"['10141', 'wurzbach', 'rd']",10141,wurzbach ice house,wurzbach rd,wurzbach
9438,yellowfish sushi,2019-09-13,4,A,98,Link,78257,"17711 ih 10 w san antonio, tx 782570",17711 ih 10 w ,"['17711', 'ih', '10', 'w']",17711,yellowfish sushi,ih 10 w,ih 10
9439,a gala event & catering,2019-09-14,34,D,93,Link,78228,"1512 bandera rd san antonio, tx 782284005",1512 bandera rd ,"['1512', 'bandera', 'rd']",1512, gal event & catering,bandera rd,bandera
9440,la grande tortilleria #4,2019-09-14,33,D,88,Link,78227,"2134 pinn rd san antonio, tx 782272915",2134 pinn rd ,"['2134', 'pinn', 'rd']",2134,l gran tortilleri #4,pinn rd,pinn
9441,vicky's barbacoa,2019-09-14,33,D,97,Link,78227,"1702 pinn rd san antonio, tx 782272907",1702 pinn rd ,"['1702', 'pinn', 'rd']",1702,vicky's barbacoa,pinn rd,pinn
9442,54th street restaurant & drafthouse,2019-09-16,7,A,100,Link,78230,"9907 ih 10 w san antonio, tx 78230",9907 ih 10 w ,"['9907', 'ih', '10', 'w']",9907,54th street restaurant & drafthouse,ih 10 w,ih 10
9443,a & drive inn,2019-09-16,34,D,89,Link,78207,"4103 commerce st w san antonio, tx 782073652",4103 commerce st w ,"['4103', 'commerce', 'st', 'w']",4103, & drive inn,commerce st w,commerce
9444,a dong restaurant,2019-09-16,4,A,93,Link,78230,"5222 de zavala rd san antonio, tx 782300",5222 de zavala rd ,"['5222', 'de', 'zavala', 'rd']",5222, dong restaurant,de zavala rd,de zavala
9445,alpha home,2019-09-16,35,D,100,Link,78212,"300 mulberry av e san antonio, tx 782123023",300 mulberry av e ,"['300', 'mulberry', 'av', 'e']",300,alph home,mulberry av e,mulberry
9446,american food & vending services missouri @ zachary,2019-09-16,36,D,98,Link,78221,"527 logwood av san antonio, tx 782211738",527 logwood av ,"['527', 'logwood', 'av']",527,americ food & vending services missouri @ zachary,logwood av,logwood
9447,american legion alamo post 2,2019-09-16,8,A,96,Link,78201,"3518 fredsbg rd san antonio, tx 782010",3518 fredsbg rd ,"['3518', 'fredsbg', 'rd']",3518,americ legi alamo post 2,fredsbg rd,fredsbg
9448,amigos snacks and more,2019-09-16,20,C,93,Link,78210,"107 rigsby av san antonio, tx 782103049",107 rigsby av ,"['107', 'rigsby', 'av']",107,amigos snacks and more,rigsby av,rigsby
9449,baked bear,2019-09-16,3,A,98,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,baked bear,la cantera parkway,la cantera parkway
9450,betty jane's bakeshop,2019-09-16,9,A,100,Link,78216,"14377 blanco rd san antonio, tx 78216",14377 blanco rd ,"['14377', 'blanco', 'rd']",14377,betty jane's bakeshop,blanco rd,blanco
9451,bill miller bbq #4,2019-09-16,8,A,95,Link,78213,"2110 jackson-keller san antonio, tx 782132701",2110 jackson-keller ,"['2110', 'jackson-keller']",2110,bill miller bbq #4,jackson-keller,jackson-keller
9452,bill miller bbq #52,2019-09-16,6,A,98,Link,78240,"10723 huebner rd san antonio, tx 782400",10723 huebner rd ,"['10723', 'huebner', 'rd']",10723,bill miller bbq #52,huebner rd,huebner
9453,brevity coffee company,2019-09-16,6,A,94,Link,78240,"8802 huebner rd san antonio, tx 782401815",8802 huebner rd ,"['8802', 'huebner', 'rd']",8802,brevity coffee company,huebner rd,huebner
9454,brookdale oakwell,2019-09-16,16,B,91,Link,78218,"3360 oakwell ct san antonio, tx 782180",3360 oakwell ct ,"['3360', 'oakwell', 'ct']",3360,brookdale oakwell,oakwell ct,oakwell
9455,bush's chicken,2019-09-16,6,A,93,Link,78240,"10603 huebner rd san antonio, tx 782400",10603 huebner rd ,"['10603', 'huebner', 'rd']",10603,bush's chicken,huebner rd,huebner
9456,capparellis italian food #pizza & bakery,2019-09-16,15,B,97,Link,78247,"2923 thousand oaks san antonio, tx 782473372",2923 thousand oaks ,"['2923', 'thousand', 'oaks']",2923,capparellis itali food #pizz & bakery,thousand oaks,thousand oaks
9457,carol ann's home,2019-09-16,16,B,85,Link,78217,"10506 wayward dr san antonio, tx 78217",10506 wayward dr ,"['10506', 'wayward', 'dr']",10506,carol ann's home,wayward dr,wayward
